miRNA,symbol,score
hsa-miR-7160-5p,SRRM4,62.6827179036
hsa-miR-4649-3p,SRRM4,62.644550414
hsa-miR-7106-5p,SRRM4,62.5556771701068
hsa-miR-6805-5p,SRRM4,62.3730157654
hsa-miR-711,SRRM4,62.2737
hsa-miR-3619-5p,SRRM4,62.2515190564568
hsa-miR-3121-3p,SRRM4,62.2307
hsa-miR-1285-3p,SRRM4,62.1102532421081
hsa-miR-5189-5p,SRRM4,62.1102532421081
hsa-miR-1343-3p,SRRM4,62.005926880531
hsa-miR-4303,SRRM4,61.721023788
hsa-miR-3187-5p,SRRM4,61.6129234433569
hsa-miR-3940-5p,SRRM4,61.4532370846
hsa-miR-4747-5p,SRRM4,61.4480411308999
hsa-miR-215-3p,SRRM4,61.4184547223812
hsa-miR-136-5p,SRRM4,61.3752009490289
hsa-miR-126-5p,SRRM4,61.214
hsa-miR-92a-2-5p,SRRM4,61.0120616911144
hsa-miR-4434,SRRM4,60.8107485382946
hsa-miR-5703,SRRM4,60.8107485382946
hsa-miR-2467-3p,SRRM4,60.7024484786495
hsa-miR-3926,SRRM4,60.6049779875448
hsa-miR-612,SRRM4,60.5738371581227
hsa-miR-6860,SRRM4,60.5738371581227
hsa-miR-4499,SRRM4,60.470697134825
hsa-miR-548q,SRRM4,60.2692610847
hsa-miR-548aw,SRRM4,60.1532078416456
hsa-miR-7114-5p,SRRM4,60.1116443608689
hsa-miR-4323,SRRM4,60.0120062855257
hsa-miR-323a-5p,SRRM4,59.7172760014792
hsa-miR-4515,SRRM4,59.6868
hsa-miR-3128,SRRM4,59.6312780127935
hsa-miR-627-3p,SRRM4,59.5918779547212
hsa-miR-4502,SRRM4,59.267407795392
hsa-miR-455-5p,SRRM4,59.2589773542
hsa-miR-4292,SRRM4,59.1976
hsa-miR-6791-5p,SRRM4,59.1976
hsa-miR-508-3p,SRRM4,58.9326
hsa-miR-3189-5p,SRRM4,58.8622991227698
hsa-miR-4441,SRRM4,58.6813016002
hsa-miR-6761-5p,SRRM4,58.4933692821027
hsa-miR-548aj-5p,SRRM4,58.3193119586516
hsa-miR-548f-5p,SRRM4,58.3193119586516
hsa-miR-548g-5p,SRRM4,58.3193119586516
hsa-miR-548x-5p,SRRM4,58.3193119586516
hsa-miR-597-5p,SRRM4,58.2734278220478
hsa-miR-539-5p,SRRM4,58.1241900787184
hsa-miR-320a-5p,SRRM4,57.9628937136
hsa-miR-4438,SRRM4,57.9205768346
hsa-miR-212-5p,SRRM4,57.7095330324673
hsa-miR-1468-3p,SRRM4,57.6002319873038
hsa-miR-3150b-3p,SRRM4,57.4714630128
hsa-miR-4784,SRRM4,57.4714630128
hsa-miR-6529-5p,SRRM4,57.3815
hsa-miR-3074-5p,SRRM4,57.3595604318539
hsa-miR-6857-3p,SRRM4,57.3373528861447
hsa-miR-1289,SRRM4,57.1967
hsa-miR-4667-3p,SRRM4,57.0981265763238
hsa-miR-550b-2-5p,SRRM4,57.0173424334628
hsa-miR-4293,SRRM4,56.8151
hsa-miR-6852-5p,SRRM4,56.5874023798301
hsa-miR-4276,SRRM4,56.5103701936
hsa-miR-5196-5p,SRRM4,56.4678317589845
hsa-miR-6799-5p,SRRM4,56.4018239767171
hsa-miR-1207-5p,SRRM4,56.1597629809524
hsa-miR-4721,SRRM4,55.8012271454
hsa-miR-520a-5p,SRRM4,55.7268956375
hsa-miR-525-5p,SRRM4,55.7268956375
hsa-miR-4329,SRRM4,55.4835762950026
hsa-miR-5190,SRRM4,55.3757002406676
hsa-miR-214-3p,SRRM4,55.0282746718486
hsa-miR-761,SRRM4,55.0282746718486
hsa-miR-134-5p,SRRM4,54.8871522936
hsa-miR-3118,SRRM4,54.8871522936
hsa-miR-3678-3p,SRRM4,54.8757554418545
hsa-miR-4317,SRRM4,54.6527683879
hsa-miR-21-3p,SRRM4,54.6231
hsa-miR-3151-5p,SRRM4,54.6193294128343
hsa-miR-4763-3p,SRRM4,54.3643651174365
hsa-miR-6791-3p,SRRM4,54.3231373630876
hsa-miR-6829-3p,SRRM4,54.3231373630876
hsa-miR-6769b-5p,SRRM4,54.2907402432722
hsa-miR-6760-5p,SRRM4,54.1054727563056
hsa-miR-1296-3p,SRRM4,54.0361759010131
hsa-miR-4690-5p,SRRM4,53.8326654568
hsa-miR-4508,SRRM4,53.5753
hsa-miR-10393-3p,SRRM4,53.4699764348
hsa-miR-7850-5p,SRRM4,53.3420661176236
hsa-miR-1199-5p,SRRM4,53.294314200382
hsa-miR-6751-3p,SRRM4,53.2928871208945
hsa-miR-3190-5p,SRRM4,53.2399455782244
hsa-miR-6739-3p,SRRM4,53.1892
hsa-miR-23b-5p,SRRM4,52.6914
hsa-miR-3145-5p,SRRM4,52.3868331169
hsa-miR-769-5p,SRRM4,52.3527808673
hsa-miR-3921,SRRM4,52.288539112
hsa-miR-4653-5p,SRRM4,52.288539112
hsa-miR-10523-5p,SRRM4,52.2823804148
hsa-miR-3064-3p,SRRM4,52.1960239645
hsa-miR-6885-3p,SRRM4,51.8227022802116
hsa-miR-544a,SRRM4,51.7451512830741
hsa-miR-320e,SRRM4,51.7264450553674
hsa-miR-6892-3p,SRRM4,51.7248327447619
hsa-miR-4640-5p,SRRM4,51.4889105788
hsa-miR-6742-3p,SRRM4,51.4432647743378
hsa-miR-4683,SRRM4,51.2528913416481
hsa-miR-6828-5p,SRRM4,51.2400204424
hsa-miR-6769a-5p,SRRM4,51.1578614984412
hsa-miR-9902,SRRM4,50.7970427572765
hsa-miR-2115-5p,SRRM4,50.7168992214
hsa-miR-513c-5p,SRRM4,50.7150394612
hsa-miR-514b-5p,SRRM4,50.7150394612
hsa-miR-3913-5p,SRRM4,50.7047179904
hsa-miR-6759-3p,SRRM4,50.4755609991364
hsa-miR-378g,SRRM4,50.4708625448722
hsa-miR-377-5p,SRRM4,50.4044350784363
hsa-miR-6086,SRRM4,50.4044350784363
hsa-miR-4731-5p,SRRM4,50.3438304150647
hsa-miR-2682-5p,SRRM4,50.2925832288
hsa-miR-34b-5p,SRRM4,50.2925832288
hsa-miR-449c-5p,SRRM4,50.2925832288
hsa-miR-3180-5p,SRRM4,50.0
hsa-miR-6806-5p,SRRM4,50.0
hsa-miR-6756-5p,TFE3,99.7656025127441
hsa-miR-6764-5p,TFE3,99.74831834115
hsa-miR-6766-5p,TFE3,99.5768292749177
hsa-miR-1915-3p,TFE3,99.4426555419729
hsa-miR-4726-3p,TFE3,98.4868057477846
hsa-miR-6780b-5p,TFE3,98.382750135822
hsa-miR-4725-3p,TFE3,97.3808039312968
hsa-miR-4691-5p,TFE3,96.3694004718419
hsa-miR-6792-3p,TFE3,96.3381960241334
hsa-miR-4271,TFE3,94.9316134195793
hsa-miR-6840-3p,TFE3,93.1603344536756
hsa-miR-1207-5p,TFE3,91.3566709971949
hsa-miR-5193,TFE3,90.2816331932145
hsa-miR-1915-5p,TFE3,89.9404346842
hsa-miR-92a-2-5p,TFE3,89.5598866199371
hsa-miR-4763-3p,TFE3,89.037564065472
hsa-miR-361-3p,TFE3,86.7866574263814
hsa-miR-208a-5p,TFE3,86.4015
hsa-miR-208b-5p,TFE3,86.4015
hsa-miR-939-3p,TFE3,86.3728784922749
hsa-miR-146a-3p,TFE3,85.817
hsa-miR-4795-3p,TFE3,84.5264
hsa-miR-877-3p,TFE3,83.048654528063
hsa-miR-6870-3p,TFE3,82.9670205881594
hsa-miR-6749-3p,TFE3,82.4176726882
hsa-miR-6734-3p,TFE3,81.6239657013843
hsa-miR-518a-3p,TFE3,77.5026
hsa-miR-518b,TFE3,77.5026
hsa-miR-518c-3p,TFE3,77.5026
hsa-miR-518d-3p,TFE3,77.5026
hsa-miR-518f-3p,TFE3,77.5026
hsa-miR-526a-3p,TFE3,77.5026
hsa-miR-653-5p,TFE3,76.8881
hsa-miR-6783-3p,TFE3,75.6725017049
hsa-miR-502-5p,TFE3,75.2329716032
hsa-miR-6782-5p,TFE3,74.9814212035625
hsa-miR-4483,TFE3,74.6058542055
hsa-miR-5194,TFE3,74.5530434803
hsa-miR-6132,TFE3,74.4704595398019
hsa-miR-6836-5p,TFE3,74.4704595398019
hsa-miR-4667-3p,TFE3,74.351708271
hsa-miR-4492,TFE3,73.3206237181131
hsa-miR-3126-5p,TFE3,72.8834
hsa-miR-6875-5p,TFE3,72.8834
hsa-miR-4728-5p,TFE3,72.5057237356
hsa-miR-6721-5p,TFE3,71.595422384022
hsa-miR-6772-5p,TFE3,71.2627
hsa-miR-4793-5p,TFE3,69.105661462658
hsa-miR-145-3p,TFE3,68.1111
hsa-miR-1-3p,TFE3,67.9163
hsa-miR-206,TFE3,67.9163
hsa-miR-6846-3p,TFE3,67.8884
hsa-miR-1343-3p,TFE3,67.7566982003
hsa-miR-4498,TFE3,66.1218866455671
hsa-miR-6785-5p,TFE3,66.0251465656
hsa-miR-4651,TFE3,65.9269233226374
hsa-miR-608,TFE3,65.9269233226374
hsa-miR-4749-3p,TFE3,65.3136
hsa-miR-4463,TFE3,64.9148
hsa-miR-6734-5p,TFE3,64.913644741
hsa-miR-613,TFE3,63.909
hsa-miR-3189-3p,TFE3,63.7014
hsa-miR-5196-3p,TFE3,62.8680749963459
hsa-miR-2110,TFE3,62.8646394295
hsa-miR-625-5p,TFE3,62.310218086
hsa-miR-875-3p,TFE3,61.9712
hsa-miR-1227-5p,TFE3,61.585709087522
hsa-miR-6716-5p,TFE3,61.4965
hsa-miR-4719,TFE3,61.4777
hsa-miR-4326,TFE3,61.1626
hsa-miR-488-5p,TFE3,60.8749
hsa-miR-133a-3p,TFE3,60.4801
hsa-miR-133b,TFE3,60.4801
hsa-miR-762,TFE3,60.4561706446008
hsa-miR-5001-5p,TFE3,60.3909526213304
hsa-miR-3911,TFE3,60.2968
hsa-miR-1275,TFE3,59.9773804165
hsa-miR-4731-5p,TFE3,59.863098107343
hsa-miR-1293,TFE3,59.3272434676
hsa-miR-6745,TFE3,59.3272434676
hsa-miR-149-3p,TFE3,59.254514971
hsa-miR-6883-5p,TFE3,59.254514971
hsa-miR-3182,TFE3,58.9567652139
hsa-miR-7851-3p,TFE3,58.9276949288
hsa-miR-1237-3p,TFE3,58.646754512
hsa-miR-6868-3p,TFE3,58.1123619226033
hsa-miR-2861,TFE3,57.6260037904419
hsa-miR-95-5p,TFE3,57.1336
hsa-miR-660-3p,TFE3,56.7944412841795
hsa-miR-874-5p,TFE3,56.3997
hsa-miR-6742-3p,TFE3,55.9439
hsa-miR-6891-3p,TFE3,55.8785054209531
hsa-miR-548c-3p,TFE3,54.5958
hsa-miR-135a-3p,TFE3,53.959
hsa-miR-4747-5p,TFE3,53.9404878773911
hsa-miR-5196-5p,TFE3,53.9404878773911
hsa-miR-363-5p,TFE3,53.4919896512
hsa-miR-4300,TFE3,53.3635
hsa-miR-5591-5p,TFE3,53.3635
hsa-miR-6726-5p,TFE3,53.3635
hsa-miR-3202,TFE3,53.2557225142346
hsa-miR-6841-3p,TFE3,52.9557193936
hsa-miR-6808-5p,TFE3,52.2888833425
hsa-miR-6893-5p,TFE3,52.2888833425
hsa-miR-940,TFE3,52.2888833425
hsa-miR-4264,TFE3,52.1317895135
hsa-miR-3157-3p,TFE3,51.9285
hsa-miR-3184-5p,TFE3,51.7915176223
hsa-miR-423-5p,TFE3,51.7915176223
hsa-miR-4279,TFE3,51.4567623538
hsa-miR-4766-5p,TFE3,51.3209572534
hsa-miR-4447,TFE3,50.8742188648
hsa-miR-1914-3p,TFE3,50.6176674564
hsa-miR-6738-5p,TFE3,50.6176674564
hsa-miR-876-3p,TFE3,50.0
hsa-miR-1276,TNIK,94.8600436406066
hsa-miR-30a-5p,TNIK,94.3559146262272
hsa-miR-30b-5p,TNIK,94.3559146262272
hsa-miR-30c-5p,TNIK,94.3559146262272
hsa-miR-30d-5p,TNIK,94.3559146262272
hsa-miR-30e-5p,TNIK,94.3559146262272
hsa-miR-4803,TNIK,93.5695342929146
hsa-miR-942-5p,TNIK,90.6866745023025
hsa-miR-3145-3p,TNIK,87.50222248
hsa-miR-548c-3p,TNIK,87.1412429382466
hsa-miR-605-3p,TNIK,86.171894201
hsa-miR-1290,TNIK,86.1253227812391
hsa-miR-12123,TNIK,85.453
hsa-miR-1324,TNIK,85.287
hsa-miR-8080,TNIK,84.8642855870508
hsa-miR-10526-3p,TNIK,84.5338069180023
hsa-miR-6895-5p,TNIK,82.602
hsa-miR-3936,TNIK,82.2392485036
hsa-miR-6128,TNIK,82.1734486279673
hsa-miR-4262,TNIK,81.7041393977077
hsa-miR-302a-5p,TNIK,81.2490521298676
hsa-miR-3074-5p,TNIK,81.187369877175
hsa-miR-4719,TNIK,80.4839218448061
hsa-miR-4328,TNIK,80.1293943062696
hsa-miR-605-5p,TNIK,79.4033023612
hsa-miR-4463,TNIK,79.162856731
hsa-miR-6895-3p,TNIK,79.1609
hsa-miR-9902,TNIK,78.7886269435997
hsa-miR-5695,TNIK,78.7159420114
hsa-miR-181a-5p,TNIK,78.5287762919803
hsa-miR-181b-5p,TNIK,78.5287762919803
hsa-miR-181c-5p,TNIK,78.5287762919803
hsa-miR-181d-5p,TNIK,78.5287762919803
hsa-miR-1244,TNIK,78.3547748503408
hsa-miR-371b-5p,TNIK,78.3227905867
hsa-miR-373-5p,TNIK,78.3227905867
hsa-miR-616-5p,TNIK,78.3227905867
hsa-miR-153-5p,TNIK,78.0282668904745
hsa-miR-675-3p,TNIK,77.8777
hsa-miR-33a-3p,TNIK,77.7712587182747
hsa-miR-6508-3p,TNIK,76.9374
hsa-miR-6881-5p,TNIK,76.7405
hsa-miR-4659a-3p,TNIK,76.661765347669
hsa-miR-4659b-3p,TNIK,76.661765347669
hsa-miR-330-3p,TNIK,75.7842229615
hsa-miR-551b-5p,TNIK,75.6526867456
hsa-miR-1910-3p,TNIK,75.6509
hsa-miR-6511a-5p,TNIK,75.6509
hsa-miR-4428,TNIK,75.6090037235
hsa-miR-302c-5p,TNIK,75.5656205783
hsa-miR-4253,TNIK,75.4748
hsa-miR-6862-5p,TNIK,75.4748
hsa-miR-6873-3p,TNIK,75.2614314414072
hsa-miR-302e,TNIK,74.9803
hsa-miR-520g-3p,TNIK,74.911
hsa-miR-520h,TNIK,74.911
hsa-miR-3152-3p,TNIK,74.8721300159135
hsa-miR-4753-3p,TNIK,74.5943407712099
hsa-miR-6126,TNIK,74.4761980828449
hsa-miR-4307,TNIK,74.4423393793155
hsa-miR-4310,TNIK,74.2749806402898
hsa-miR-7856-5p,TNIK,74.2081684375
hsa-miR-5004-3p,TNIK,73.1283832952289
hsa-miR-548ba,TNIK,73.0594708242804
hsa-miR-6806-5p,TNIK,72.9404990848
hsa-miR-3148,TNIK,72.6259124029629
hsa-miR-383-5p,TNIK,72.585883171
hsa-miR-4795-3p,TNIK,72.5059809994
hsa-miR-3622b-5p,TNIK,72.05006216
hsa-miR-3177-5p,TNIK,71.8693
hsa-miR-6764-5p,TNIK,71.802808768
hsa-miR-6758-3p,TNIK,71.6843378809
hsa-miR-367-5p,TNIK,71.6649
hsa-miR-9851-3p,TNIK,71.6163644569452
hsa-miR-10a-5p,TNIK,71.4723
hsa-miR-10b-5p,TNIK,71.4723
hsa-miR-3166,TNIK,70.3792
hsa-miR-6859-5p,TNIK,70.3195
hsa-miR-5001-3p,TNIK,70.2232
hsa-miR-137-3p,TNIK,70.1543
hsa-miR-130a-5p,TNIK,69.9317422235
hsa-miR-539-5p,TNIK,69.7054765372
hsa-miR-126-5p,TNIK,69.0235345985858
hsa-miR-4725-3p,TNIK,68.3453539984214
hsa-miR-6780b-5p,TNIK,68.3453539984214
hsa-miR-4282,TNIK,68.282287987241
hsa-miR-8065,TNIK,68.2738195896
hsa-miR-520d-3p,TNIK,68.105
hsa-miR-4271,TNIK,68.0600967578158
hsa-miR-101-5p,TNIK,67.800648738
hsa-miR-548ag,TNIK,67.3940393078809
hsa-miR-548ai,TNIK,67.3940393078809
hsa-miR-570-5p,TNIK,67.3940393078809
hsa-miR-520f-5p,TNIK,67.2018
hsa-miR-593-5p,TNIK,67.1847819868291
hsa-miR-139-5p,TNIK,67.1033033543
hsa-miR-1252-3p,TNIK,67.051579721
hsa-miR-5584-5p,TNIK,66.8227883947372
hsa-miR-589-3p,TNIK,66.7975419486
hsa-miR-1915-3p,TNIK,66.33580546
hsa-miR-513c-5p,TNIK,66.2823388703735
hsa-miR-514b-5p,TNIK,66.2823388703735
hsa-miR-875-3p,TNIK,66.1129799238388
hsa-miR-1269a,TNIK,66.0448
hsa-miR-1269b,TNIK,66.0448
hsa-miR-188-3p,TNIK,65.8945
hsa-miR-7702,TNIK,65.516711815
hsa-miR-4703-3p,TNIK,65.3403359673432
hsa-miR-3678-3p,TNIK,65.2165
hsa-miR-6808-5p,TNIK,64.8255368694
hsa-miR-6893-5p,TNIK,64.8255368694
hsa-miR-940,TNIK,64.8255368694
hsa-miR-548e-5p,TNIK,64.7766356002357
hsa-miR-302a-3p,TNIK,64.5589
hsa-miR-302b-3p,TNIK,64.5589
hsa-miR-302c-3p,TNIK,64.5589
hsa-miR-302d-3p,TNIK,64.5589
hsa-miR-2052,TNIK,64.3321337768702
hsa-miR-4699-5p,TNIK,64.123275137664
hsa-miR-4311,TNIK,63.7534420240714
hsa-miR-499b-5p,TNIK,63.5655681158
hsa-miR-3652,TNIK,63.555171573
hsa-miR-4430,TNIK,63.555171573
hsa-miR-4773,TNIK,63.1531088893
hsa-miR-6077,TNIK,62.9512243094011
hsa-miR-4755-5p,TNIK,62.5320374100355
hsa-miR-5006-3p,TNIK,62.5320374100355
hsa-miR-4450,TNIK,62.527564389
hsa-miR-3133,TNIK,62.51687320925
hsa-miR-4491,TNIK,62.4584
hsa-miR-4657,TNIK,62.4584
hsa-miR-892c-5p,TNIK,62.433480022
hsa-miR-5088-3p,TNIK,62.3294781149901
hsa-miR-199a-3p,TNIK,62.28073047
hsa-miR-199b-3p,TNIK,62.28073047
hsa-miR-3129-5p,TNIK,62.28073047
hsa-miR-10522-5p,TNIK,62.2310952072229
hsa-miR-3153,TNIK,62.2228194786714
hsa-miR-6733-5p,TNIK,62.2228194786714
hsa-miR-6739-5p,TNIK,62.2228194786714
hsa-miR-4771,TNIK,61.6868
hsa-miR-3714,TNIK,61.5822583559
hsa-miR-3149,TNIK,61.5474
hsa-miR-766-5p,TNIK,61.5315459085
hsa-miR-582-5p,TNIK,61.2202412605125
hsa-miR-548aa,TNIK,61.015710742
hsa-miR-548ap-3p,TNIK,61.015710742
hsa-miR-548t-3p,TNIK,61.015710742
hsa-miR-4705,TNIK,60.882
hsa-miR-3609,TNIK,60.820162623
hsa-miR-548ah-5p,TNIK,60.820162623
hsa-miR-4760-5p,TNIK,60.771321329
hsa-miR-876-5p,TNIK,60.5937528637855
hsa-miR-4433b-3p,TNIK,60.5758267078938
hsa-miR-1910-5p,TNIK,60.2965
hsa-miR-223-3p,TNIK,60.061370381
hsa-miR-4635,TNIK,59.8955
hsa-miR-1183,TNIK,59.4066
hsa-miR-15a-5p,TNIK,59.3639194721
hsa-miR-15b-5p,TNIK,59.3639194721
hsa-miR-16-5p,TNIK,59.3639194721
hsa-miR-195-5p,TNIK,59.3639194721
hsa-miR-6838-5p,TNIK,59.3639194721
hsa-miR-1267,TNIK,59.1301105159456
hsa-miR-204-5p,TNIK,58.9255
hsa-miR-211-5p,TNIK,58.9255
hsa-miR-4772-3p,TNIK,58.8948
hsa-miR-7157-5p,TNIK,58.874201877054
hsa-miR-12133,TNIK,58.81285
hsa-miR-27a-3p,TNIK,58.7816
hsa-miR-27b-3p,TNIK,58.7816
hsa-miR-9985,TNIK,58.7816
hsa-miR-4781-3p,TNIK,58.7566
hsa-miR-8061,TNIK,58.625384172
hsa-miR-4736,TNIK,58.5364418521
hsa-miR-6508-5p,TNIK,58.3527453150385
hsa-miR-6804-3p,TNIK,58.219
hsa-miR-7158-3p,TNIK,58.008204457658
hsa-miR-7852-3p,TNIK,57.8020178607
hsa-miR-450b-5p,TNIK,57.7583015428
hsa-miR-424-5p,TNIK,57.5485846806
hsa-miR-497-5p,TNIK,57.5485846806
hsa-miR-4510,TNIK,57.4297741524
hsa-miR-6127,TNIK,57.4297741524
hsa-miR-6129,TNIK,57.4297741524
hsa-miR-6130,TNIK,57.4297741524
hsa-miR-6133,TNIK,57.4297741524
hsa-miR-151a-3p,TNIK,57.2230199838159
hsa-miR-4775,TNIK,56.926708483
hsa-miR-423-5p,TNIK,56.8406855155435
hsa-miR-3167,TNIK,56.7834595200324
hsa-miR-8067,TNIK,56.707353191461
hsa-miR-8063,TNIK,56.6401899976537
hsa-miR-6833-3p,TNIK,56.4906043250025
hsa-miR-4729,TNIK,56.3569128152712
hsa-miR-4728-5p,TNIK,56.3284742344012
hsa-miR-6785-5p,TNIK,56.3284742344012
hsa-miR-372-3p,TNIK,56.2997
hsa-miR-373-3p,TNIK,56.2997
hsa-miR-519a-3p,TNIK,56.2997
hsa-miR-519b-3p,TNIK,56.2997
hsa-miR-519c-3p,TNIK,56.2997
hsa-miR-520a-3p,TNIK,56.2997
hsa-miR-520b-3p,TNIK,56.2997
hsa-miR-520c-3p,TNIK,56.2997
hsa-miR-520e-3p,TNIK,56.2997
hsa-miR-1266-5p,TNIK,55.8793812705
hsa-miR-4518,TNIK,55.8793812705
hsa-miR-4446-5p,TNIK,55.84575
hsa-miR-4500,TNIK,55.7599
hsa-miR-29b-1-5p,TNIK,55.6705
hsa-miR-626,TNIK,55.3208282483
hsa-miR-6876-3p,TNIK,55.3208282483
hsa-miR-10b-3p,TNIK,55.2655
hsa-miR-888-5p,TNIK,54.7435258102
hsa-miR-6888-5p,TNIK,54.6806237372
hsa-miR-5006-5p,TNIK,54.554599414
hsa-miR-1237-3p,TNIK,54.5099654970867
hsa-miR-2117,TNIK,54.3664
hsa-miR-4704-3p,TNIK,54.2988
hsa-miR-6892-5p,TNIK,54.2975
hsa-miR-4789-3p,TNIK,54.1802
hsa-miR-203a-3p,TNIK,54.1451932372
hsa-miR-186-5p,TNIK,54.0746952327838
hsa-miR-32-3p,TNIK,53.9222003969468
hsa-miR-515-5p,TNIK,53.4238648798811
hsa-miR-6809-3p,TNIK,53.2253020885283
hsa-miR-6832-3p,TNIK,53.1968
hsa-miR-4768-5p,TNIK,53.0602190090085
hsa-miR-514a-3p,TNIK,53.0535534407663
hsa-miR-514b-3p,TNIK,53.0535534407663
hsa-miR-223-5p,TNIK,52.601688292
hsa-miR-4456,TNIK,52.4184
hsa-miR-656-3p,TNIK,52.3125202691908
hsa-miR-655-5p,TNIK,52.1527
hsa-miR-4493,TNIK,52.133895421
hsa-miR-320a-5p,TNIK,52.0061182578999
hsa-miR-6894-5p,TNIK,51.6576704054788
hsa-miR-570-3p,TNIK,51.5406329421098
hsa-miR-325,TNIK,51.5352792145187
hsa-miR-3927-5p,TNIK,51.4891997737
hsa-miR-190a-5p,TNIK,51.2803527608
hsa-miR-190b-5p,TNIK,51.2803527608
hsa-miR-6834-5p,TNIK,51.0746
hsa-miR-5692a,TNIK,50.910667121075
hsa-miR-583,TNIK,50.8642803347688
hsa-miR-3064-5p,TNIK,50.8174949584
hsa-miR-3085-3p,TNIK,50.8174949584
hsa-miR-6504-5p,TNIK,50.8174949584
hsa-miR-1288-3p,TNIK,50.7417
hsa-miR-3125,TNIK,50.6526
hsa-miR-3916,TNIK,50.6526
hsa-miR-3688-5p,TNIK,50.6132088626
hsa-miR-3945,TNIK,50.5871591512
hsa-miR-155-5p,TNIK,50.542
hsa-miR-4796-3p,TNIK,50.3946700581845
hsa-miR-519e-5p,TNIK,50.3784269936684
hsa-miR-9718,TNIK,50.0590970335
hsa-miR-4660,TNIK,50.0
hsa-miR-3139,TNS3,96.67687555481
hsa-miR-28-5p,TNS3,96.16358977004
hsa-miR-708-5p,TNS3,96.16358977004
hsa-miR-12133,TNS3,95.6416113824
hsa-miR-96-5p,TNS3,95.4401332567
hsa-miR-1284,TNS3,95.18464
hsa-miR-1271-5p,TNS3,94.612749779
hsa-miR-4714-5p,TNS3,93.93954
hsa-miR-4633-3p,TNS3,93.84610459546
hsa-miR-6500-5p,TNS3,93.84610459546
hsa-miR-1243,TNS3,91.7605
hsa-miR-4267,TNS3,90.1206801589706
hsa-miR-624-3p,TNS3,89.8036
hsa-miR-182-5p,TNS3,89.6988645394
hsa-miR-5692a,TNS3,89.0091252862
hsa-miR-300,TNS3,87.5109
hsa-miR-381-3p,TNS3,87.5109
hsa-miR-2115-3p,TNS3,86.9090729307291
hsa-miR-6757-3p,TNS3,86.458870343
hsa-miR-8068,TNS3,86.1391
hsa-miR-5693,TNS3,85.6760350956805
hsa-miR-141-3p,TNS3,85.4206
hsa-miR-200a-3p,TNS3,85.4206
hsa-miR-4470,TNS3,85.3476536088581
hsa-miR-4666a-3p,TNS3,84.7219
hsa-miR-5696,TNS3,83.7126
hsa-miR-4685-5p,TNS3,82.8038317496744
hsa-miR-6837-5p,TNS3,82.5677843412423
hsa-let-7a-3p,TNS3,81.5101
hsa-let-7b-3p,TNS3,81.5101
hsa-let-7f-1-3p,TNS3,81.5101
hsa-miR-98-3p,TNS3,81.5101
hsa-miR-4729,TNS3,81.2472
hsa-miR-1-3p,TNS3,80.9374217819379
hsa-miR-206,TNS3,80.9374217819379
hsa-miR-3145-3p,TNS3,80.8008
hsa-miR-516a-3p,TNS3,80.5682808936247
hsa-miR-516b-3p,TNS3,80.5682808936247
hsa-miR-7162-5p,TNS3,80.5682808936247
hsa-miR-376c-3p,TNS3,80.5387237449
hsa-miR-590-3p,TNS3,80.1468
hsa-miR-4427,TNS3,79.7157
hsa-miR-6826-3p,TNS3,79.4458
hsa-miR-4677-5p,TNS3,78.7991229809
hsa-miR-4753-5p,TNS3,77.2051
hsa-miR-613,TNS3,77.197970676674
hsa-miR-593-3p,TNS3,74.9522
hsa-miR-559,TNS3,74.4055
hsa-miR-3116,TNS3,73.9900547128
hsa-miR-610,TNS3,73.3904
hsa-miR-6739-3p,TNS3,72.9378178259887
hsa-miR-10525-3p,TNS3,72.9027
hsa-miR-6505-3p,TNS3,71.9599
hsa-miR-4447,TNS3,71.8667945641
hsa-miR-670-3p,TNS3,71.6367934426985
hsa-miR-3144-5p,TNS3,70.9283367108
hsa-miR-4663,TNS3,70.2004663592
hsa-miR-2861,TNS3,70.0711914119202
hsa-miR-1228-3p,TNS3,70.0507
hsa-miR-6081,TNS3,69.9000692349649
hsa-miR-12136,TNS3,68.621309455
hsa-miR-361-5p,TNS3,68.4358
hsa-miR-663b,TNS3,67.7178354958939
hsa-miR-6074,TNS3,66.1791
hsa-miR-143-3p,TNS3,66.0451
hsa-miR-4770,TNS3,66.0451
hsa-miR-6088,TNS3,66.0451
hsa-miR-766-5p,TNS3,66.0254
hsa-miR-4659a-3p,TNS3,65.7642630936155
hsa-miR-4659b-3p,TNS3,65.7642630936155
hsa-miR-3678-3p,TNS3,64.847167194
hsa-miR-7113-5p,TNS3,64.419525578665
hsa-miR-548a-5p,TNS3,64.1966
hsa-miR-548ab,TNS3,64.1966
hsa-miR-548ad-5p,TNS3,64.1966
hsa-miR-548ae-5p,TNS3,64.1966
hsa-miR-548ak,TNS3,64.1966
hsa-miR-548am-5p,TNS3,64.1966
hsa-miR-548ap-5p,TNS3,64.1966
hsa-miR-548aq-5p,TNS3,64.1966
hsa-miR-548ar-5p,TNS3,64.1966
hsa-miR-548as-5p,TNS3,64.1966
hsa-miR-548au-5p,TNS3,64.1966
hsa-miR-548ay-5p,TNS3,64.1966
hsa-miR-548b-5p,TNS3,64.1966
hsa-miR-548bb-5p,TNS3,64.1966
hsa-miR-548c-5p,TNS3,64.1966
hsa-miR-548d-5p,TNS3,64.1966
hsa-miR-548h-5p,TNS3,64.1966
hsa-miR-548i,TNS3,64.1966
